"Time (UTCG)","L2_X (km)","L2_Y (km)","L2_Z (km)"
24 Apr 2021 23:16:01.853,2019776.842343,-2272353.270448,549186.244588
25 Apr 2021 23:16:01.853,2092537.256347,-2329720.351488,569213.398731
26 Apr 2021 23:16:01.853,2166278.935515,-2389513.508388,589065.552426
27 Apr 2021 23:16:01.853,2240985.899771,-2451769.231797,608738.353394
28 Apr 2021 23:16:01.853,2316641.473474,-2516523.372006,628227.530778
29 Apr 2021 23:16:01.853,2393228.298993,-2583811.128030,647528.890983
30 Apr 2021 23:16:01.853,2470728.352518,-2653667.037028,666638.314240
1 May 2021 23:16:01.853,2549122.961535,-2726124.964945,685551.751904
2 May 2021 23:16:01.853,2628392.823039,-2801218.098649,704265.224417
3 May 2021 23:16:01.853,2708518.021618,-2878978.939388,722774.819794
4 May 2021 23:16:01.853,2789478.046829,-2959439.297163,741076.692523
5 May 2021 23:16:01.853,2871251.809589,-3042630.285578,759167.062736
6 May 2021 23:16:01.853,2953817.657569,-3128582.316842,777042.215609
7 May 2021 23:16:01.853,3037153.389694,-3217325.096700,794698.500916
8 May 2021 23:16:01.853,3121236.269935,-3308887.619186,812132.332715
9 May 2021 23:16:01.853,3206043.040587,-3403298.161167,829340.189135
10 May 2021 23:16:01.853,3291549.935214,-3500584.276704,846318.612268
11 May 2021 23:16:01.853,3377732.691421,-3600772.791292,863064.208129
12 May 2021 23:16:01.853,3464566.563579,-3703889.796069,879573.646705
13 May 2021 23:16:01.853,3552026.335586,-3809960.642095,895843.662067
14 May 2021 23:16:01.853,3640086.333713,-3919009.934809,911871.052559
15 May 2021 23:16:01.853,3728720.439551,-4031061.528771,927652.681047
16 May 2021 23:16:01.853,3817902.103006,-4146138.522776,943185.475237
17 May 2021 23:16:01.853,3907604.355305,-4264263.255433,958466.428056
18 May 2021 23:16:01.853,3997799.821876,-4385457.301232,973492.598091
19 May 2021 23:16:01.853,4088460.735021,-4509741.467138,988261.110074
20 May 2021 23:16:01.853,4179558.946207,-4637135.789662,1002769.155416
21 May 2021 23:16:01.853,4271065.937877,-4767659.532352,1017013.992754
22 May 2021 23:16:01.853,4362952.834671,-4901331.183558,1030992.948510
23 May 2021 23:16:01.853,4455190.414025,-5038168.454328,1044703.417425
24 May 2021 23:16:01.853,4547749.116242,-5178188.276256,1058142.863061
25 May 2021 23:16:01.853,4640599.054204,-5321406.799168,1071308.818248
26 May 2021 23:16:01.853,4733710.023014,-5467839.388617,1084198.885453
27 May 2021 23:16:01.853,4827051.509809,-5617500.623253,1096810.737107
28 May 2021 23:16:01.853,4920592.703924,-5770404.292270,1109142.115852
29 May 2021 23:16:01.853,5014302.507392,-5926563.393127,1121190.834772
30 May 2021 23:16:01.853,5108149.545668,-6085990.129714,1132954.777601
31 May 2021 23:16:01.853,5202102.178369,-6248695.911033,1144431.898922
1 Jun 2021 23:16:01.853,5296128.509854,-6414691.350353,1155620.224383
2 Jun 2021 23:16:01.853,5390196.399506,-6583986.264753,1166517.850898
3 Jun 2021 23:16:01.853,5484273.471640,-6756589.674940,1177122.946847
4 Jun 2021 23:16:01.853,5578327.125057,-6932509.805223,1187433.752258
5 Jun 2021 23:16:01.853,5672324.542260,-7111754.083573,1197448.578955
6 Jun 2021 18:38:42.671,5748156.064844,-7258909.021026,1205317.646343

